TimeStamp,Method,TotalFlows,StreamBytes,StreamCount,O1_Drop,Delay_ms
2025-05-06 19:31:25,fifo,20,111600,1116,0,2.237212
2025-05-06 19:31:25,priority,20,111600,1116,0,2.015237
2025-05-06 19:31:25,obo,20,394500,3945,0,0.932709
2025-05-06 19:31:25,wat,20,109300,1093,0,2.984887
